material,bandgap_eV,bandgap_known,sacrificial_agent,scavenger_strength,has_cocatalyst,wavelength_nm,light_power_W,irradiation_time_h,activity_value,logH2,source_paper
g-C3N4,2.7,True,none/unspecified,0,True,320.0,300.0,8.0,201.5,2.3042750504771283,c8se00063h
Pt,0.0,True,TEA,2,True,500.0,300.0,8.0,866.9,2.9379690029514527,c6ra21784b
Pt,0.0,True,TEA,2,True,500.0,300.0,8.0,288.9,2.460747541844197,c6ra21784b
Pt,0.0,True,TEA,2,True,420.0,300.0,8.0,314.5,2.497620649781288,c6ra21784b
In2Se3,2.7,False,TEA,2,True,420.0,300.0,8.0,30.4,1.4828735836087537,c6ra21784b
In2Se3,2.7,False,TEA,2,True,500.0,300.0,8.0,44.5,1.6483600109809315,c6ra21784b
In2Se3,2.7,False,TEA,2,True,420.0,300.0,8.0,91.5,1.9614210940664483,c6ra21784b
In2Se3,2.7,False,TEA,2,True,420.0,300.0,8.0,34.2,1.534026106056135,c6ra21784b
ZnIn2S4/MoS2,2.7,False,other,1,True,420.0,50.0,120.0,196.6,2.2935835134961167,d0cy00234h
ZnIn2S4,2.3,True,other,1,True,420.0,50.0,120.0,50.0,1.6989700043360187,d0cy00234h
ZnIn2S4/MoS2,2.7,False,other,1,True,420.0,50.0,120.0,66.6,1.823474229170301,d0cy00234h
ZnIn2S4,2.3,True,other,1,True,420.0,50.0,120.0,39.2,1.5932860670204574,d0cy00234h
MoS2,1.8,True,other,1,True,420.0,50.0,120.0,13.3,1.1238516409670858,d0cy00234h
ZnIn2S4,2.3,True,other,1,True,420.0,50.0,120.0,200.1,2.3012470886362113,d0cy00234h
MXene,2.7,False,none/unspecified,0,False,420.0,300.0,6.0,4.245,0.6278776945799714,d0ce00104j
MXene,2.7,False,none/unspecified,0,False,420.0,300.0,6.0,4.24,0.6273658565927327,d0ce00104j
CdS/Co,2.7,False,none/unspecified,0,False,420.0,300.0,200.0,25000.0,4.3979400086720375,d0nr01453b
CdS,2.4,True,Na2S/Na2SO3,3,True,420.0,300.0,10.0,150.0,2.1760912590556813,d0nr01453b
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,23740.0,4.375480714618573,c4ta04182h
g-C3N4,2.7,True,TEOA,3,True,400.0,300.0,8.0,1640.0,3.214843848047698,c7ra06774g
g-C3N4,2.7,True,TEOA,3,True,400.0,300.0,8.0,267.0,2.4265112613645754,c7ra06774g
STO,2.7,False,methanol,2,False,420.0,300.0,8.0,181.0,2.2576785748691846,c5ce01263e
STO,2.7,False,methanol,2,False,420.0,300.0,8.0,430.0,2.6334684555795866,c5ce01263e
SSR,2.7,False,methanol,2,False,420.0,300.0,8.0,64.3,1.808210972924222,c5ce01263e
SSR,2.7,False,methanol,2,False,420.0,300.0,8.0,27.4,1.437750562820388,c5ce01263e
STO,2.7,False,methanol,2,False,420.0,300.0,8.0,444.2,2.6475785542124552,c5ce01263e
Pt–Ni3/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,48960.0,4.689841409137505,c8ra06581k
Pt–Ni3/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,30.0,48840.0,4.688775655272845,c8ra06581k
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,30.0,34500.0,4.537819095073274,c8ra06581k
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,30.0,46880.0,4.670987603010034,c8ra06581k
g-C3N4,2.7,True,methanol,2,True,400.0,300.0,8.0,52.0,1.7160033436347992,c7ra00039a
g-C3N4,2.7,True,methanol,2,True,400.0,300.0,8.0,243.0,2.385606273598312,c7ra00039a
ATM,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,6400.0,3.806179973983887,c9ra00633h
SMCN,2.7,False,TEOA,3,True,400.0,500.0,120.0,3170.0,3.5010592622177517,c9ta07014a
SMCN,2.7,False,TEOA,3,True,400.0,500.0,120.0,840.0,2.9242792860618816,c9ta07014a
U6N,2.7,False,TEOA,3,True,420.0,300.0,12.0,122.21,2.0871067440990925,c8dt02681e
NiO,2.7,False,TEOA,3,True,420.0,300.0,12.0,683.65,2.8348338181358885,c8dt02681e
U6N,2.7,False,TEOA,3,True,420.0,300.0,12.0,540.68,2.732940305121614,c8dt02681e
Y,2.7,False,TEOA,3,True,420.0,300.0,12.0,2561.32,3.4084638406911685,c8dt02681e
U6N-NiO-2,2.7,False,TEOA,3,True,420.0,300.0,12.0,111.36,2.046729222266487,c8dt02681e
TiO2,3.2,True,TEOA,3,True,420.0,300.0,12.0,430.0,2.6334684555795866,c8dt02681e
g-C3N4,2.7,True,TEOA,3,True,220.0,300.0,8.0,1800.0,3.255272505103306,c9ta00129h
NiSe2,2.7,False,other,1,False,420.0,300.0,8.0,1968.8,3.294201600694746,c9nr09757k
FeS,2.7,False,Na2S/Na2SO3,3,True,420.0,300.0,8.0,1230.8,3.0901874875754207,c9nr09757k
NiS,2.7,False,Na2S/Na2SO3,3,True,420.0,300.0,8.0,1633.5,3.2131191388114564,c9nr09757k
g-C3N4,2.7,True,Na2S/Na2SO3,3,True,420.0,300.0,8.0,1691.0,3.2281436075977417,c9nr09757k
Pt,0.0,True,Na2S/Na2SO3,3,True,420.0,300.0,8.0,276.5,2.441695135640717,c9nr09757k
Au,0.0,True,Na2S/Na2SO3,3,True,420.0,300.0,8.0,189.4,2.2773799746672547,c9nr09757k
Pt,0.0,True,none/unspecified,0,False,420.0,165.0,8.0,9790.0,3.9907826918031377,c6ra19118e
0.8-Pt–I–M–Nb2O5,2.7,False,none/unspecified,0,False,420.0,165.0,8.0,7730.0,3.888179493918325,c6ra19118e
Co3O4 001,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,20.0,47.9,1.6803355134145632,c9cy01900f
Co3O4 011,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,20.0,118.9,2.0751818546186915,c9cy01900f
Co3O4 112,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,20.0,132.2,2.1212314551496214,c9cy01900f
FeTiO2,2.7,False,none/unspecified,0,False,420.0,100.0,8.0,255000.0,5.4065401804339555,c5ra04578a
Ti2C,2.7,False,TEOA,3,True,325.0,300.0,8.0,950.0,2.9777236052888476,c7ta04122e
ZnS,3.6,True,none/unspecified,0,True,420.0,300.0,8.0,2258.0,3.353723937588949,c3ta14819j
MoS2,1.8,True,none/unspecified,0,True,420.0,300.0,8.0,96.0,1.9822712330395684,c3ta14819j
ZnS,3.6,True,none/unspecified,0,True,420.0,300.0,8.0,1185.0,3.0737183503461227,c3ta14819j
ZnS,3.6,True,none/unspecified,0,True,420.0,300.0,8.0,1605.0,3.205475036740891,c3ta14819j
graphene,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,1277.0,3.1061908972634154,c3ta14819j
graphene,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,1688.0,3.2273724422896364,c3ta14819j
MoS2,1.8,True,none/unspecified,0,True,420.0,300.0,8.0,1825.0,3.2612628687924934,c3ta14819j
HO-TPA–TiO2,2.7,False,TEOA,3,False,420.0,300.0,5.0,3410.0,3.5327543789924976,c9ta06038c
Pt,0.0,True,TEOA,3,True,420.0,300.0,26.0,618300.0,5.791199246498875,c9ta06038c
Pt,0.0,True,TEOA,3,False,420.0,300.0,5.0,1830.0,3.2624510897304293,c9ta06038c
Pt,0.0,True,TEOA,3,True,420.0,300.0,3.0,130.4,2.1152775913959014,c7cy00029d
Pt,0.0,True,TEOA,3,True,420.0,300.0,3.0,146.1,2.1646502159342966,c7cy00029d
CuS,2.7,False,none/unspecified,0,True,420.0,10.0,8.0,2792.0,3.4459154139511234,c3dt51256h
SiC,2.7,False,other,1,False,420.0,300.0,1.0,108.0,2.03342375548695,c4cy01757a
CeO2,2.7,False,Na2S/Na2SO3,3,True,420.0,150.0,8.0,2930.0,3.4668676203541096,c9cy00429g
CZTS/CeO2-4,2.7,False,Na2S/Na2SO3,3,False,420.0,150.0,8.0,1875.0,3.2730012720637376,c9cy00429g
CdS,2.4,True,none/unspecified,0,False,420.0,500.0,6.0,354.0,2.5490032620257876,c3nr03462c
CdS/ZCO,2.7,False,none/unspecified,0,True,420.0,300.0,30.0,3978.6,3.5997302782956524,c7nr08943k
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,30.0,1000.0,3.0,c7nr08943k
CdS,2.4,True,methanol,2,True,420.0,300.0,30.0,5980.0,3.776701183988411,c8dt02406e
CdS,2.4,True,methanol,2,True,400.0,300.0,3.0,1120.0,3.0492180226701815,c8dt02406e
NiSx/CdS,2.7,False,methanol,2,True,400.0,300.0,3.0,2010.0,3.303196057420489,c8dt02406e
Pt/CdS,2.7,False,methanol,2,True,400.0,300.0,4.0,5890.0,3.7701152947871015,c8dt02406e
NiSx/CdS,2.7,False,methanol,2,True,400.0,300.0,3.0,3120.0,3.494154594018443,c8dt02406e
NiSx/CdS,2.7,False,methanol,2,True,400.0,300.0,3.0,2721.0,3.4347285417797577,c8dt02406e
TBTA/g-C3N4,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,11730.0,4.069298012115529,d0cy02330b
Pt,0.0,True,none/unspecified,0,True,450.0,300.0,8.0,26040.0,4.415640979896154,d0cy02330b
TBTA,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,2470.0,3.392696953259666,d0cy02330b
g-C3N4,2.7,True,none/unspecified,0,True,450.0,300.0,8.0,15000.0,4.176091259055681,d0cy02330b
g-C3N4,2.7,True,none/unspecified,0,True,550.0,300.0,8.0,7437.0,3.871397781487484,d0ta07805k
cLaP1,2.7,False,TEA,2,True,420.0,300.0,8.0,1307.0,3.116275587580544,c8fd00197a
P60,2.7,False,TEA,2,True,420.0,300.0,8.0,1295.0,3.1122697684172707,c8fd00197a
P6,2.7,False,TEA,2,True,420.0,300.0,8.0,1660.0,3.220108088040055,c8fd00197a
cLaP1,2.7,False,TEA,2,True,295.0,300.0,8.0,2000.0,3.3010299956639813,c8fd00197a
D–A triazine,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1000.0,3.0,c9ta13212k
PyDM,2.7,False,TEOA,3,True,420.0,300.0,24.0,3960.0,3.597695185925512,c9ta13212k
PyDM,2.7,False,TEOA,3,True,420.0,300.0,24.0,18930.0,4.277150613963797,c9ta13212k
polybenzothiadiazole,2.7,False,TEOA,3,True,300.0,300.0,24.0,13470.0,4.129367595722986,c9ta13212k
polybenzothiadiazole,2.7,False,TEOA,3,True,300.0,300.0,24.0,8520.0,3.9304395947667,c9ta13212k
polybenzothiadiazole,2.7,False,TEOA,3,True,300.0,300.0,24.0,1340.0,3.1271047983648077,c9ta13212k
Ag,0.0,True,none/unspecified,0,False,420.0,300.0,8.0,732.0,2.864511081058392,c8nj00302e
AgTiNPs,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,840.0,2.9242792860618816,c8nj00302e
Cd0.5Zn0.5S,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,22500.0,4.352182518111363,c9nj00553f
Cd0.5Zn0.5S @ UIO-66 @ g-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1281.1,3.107583031191322,c9nj00553f
α-Ni(OH)2,2.7,False,methanol,2,True,420.0,300.0,5.0,22450.0,4.351216345339342,c9nj00553f
ZSN0,2.7,False,methanol,2,False,450.0,300.0,5.0,22435.5,4.350935752711137,c9nj00553f
Cu/Ni,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,58330.0,4.765891976430016,c9nj00553f
Ni(OH)2,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,7160.0,3.8549130223078554,c9nj00553f
Cobalt phosphide,2.7,False,methanol,2,True,420.0,300.0,10.0,19373.0,4.287196878466229,c4ta07149b
Pt,0.0,True,none/unspecified,0,False,420.0,300.0,12.0,10070.0,4.003029470553618,c4ra06982j
Pt/CdS/NYFYE,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,4.54,0.6570558528571039,d0cy00256a
Pt/CdS/NYFYE,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,3.38,0.5289167002776547,d0cy00256a
Pt/CdS/RGO,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,154.76,2.189658721049207,d0cy00256a
WS2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,154.0,2.187520720836463,c9ra10213b
Pt,0.0,True,ethanol,2,False,420.0,300.0,8.0,32160.0,4.507316040076414,c4ee02444c
CNP,2.7,False,none/unspecified,0,False,420.0,200.0,2.0,7525000.0,6.876506504265881,c4ee02444c
β-Fe2O3,2.7,False,TEOA,3,True,420.0,300.0,3.0,169.4,2.228913405994688,c7ra03451b
C60/β-Fe2O3,2.7,False,Na2S/Na2SO3,3,True,420.0,300.0,3.0,321.8,2.507586039763011,c7ra03451b
C60/β-Fe2O3,2.7,False,TEOA,3,True,420.0,300.0,3.0,1665.0,3.2214142378423385,c7ra03451b
α-Fe2O3,2.7,False,TEOA,3,True,420.0,300.0,3.0,80.6,1.9063350418050906,c7ra03451b
α-Fe2O3,2.7,False,TEOA,3,True,420.0,300.0,3.0,252.8,2.402777069610347,c7ra03451b
CZS–BiVO4,2.7,False,methanol,2,True,420.0,300.0,30.0,2350.0,3.3710678622717363,c8ta04258f
BiVO4,2.4,True,methanol,2,True,420.0,300.0,30.0,45.6,1.658964842664435,c8ta04258f
BiVO4,2.4,True,methanol,2,True,420.0,300.0,30.0,12.1,1.08278537031645,c8ta04258f
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,82.0,1.9138138523837167,c9ra07068k
HOCN4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1140.0,3.0569048513364727,c9ra07068k
HOCN4,2.7,False,TEOA,3,True,800.0,300.0,8.0,477.0,2.678518379040114,c9ra07068k
HOCN4,2.7,False,TEOA,3,True,800.0,300.0,8.0,91.0,1.9590413923210936,c9ra07068k
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,8.0,134.5,2.128722284338427,c4gc01683a
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,8.0,292.5,2.466125870418199,c4gc01683a
Ce-CN,2.7,False,TEOA,3,True,420.0,300.0,8.0,142.5,2.153814864344529,c4gc01683a
ZnIn2S4/Ni12P5,2.7,False,none/unspecified,0,True,420.0,300.0,14.0,2263.0,3.3546845539547285,c9cy00901a
ZnIn2S4,2.3,True,none/unspecified,0,True,420.0,300.0,14.0,1115.0,3.0472748673841794,c9cy00901a
CuCo2O4/TiO2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,4830.0,3.683947130751512,c9cy01209e
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,770.0,2.886490725172482,c9cy01209e
PPB-8,2.7,False,none/unspecified,0,True,420.0,300.0,30.0,14.3,1.1553360374650619,c9nj00647h
BTO,2.7,False,TEOA,3,True,420.0,300.0,30.0,602.0,2.7795964912578244,c9nj00647h
PPB-8,2.7,False,TEOA,3,True,420.0,300.0,30.0,3055.0,3.485011214578573,c9nj00647h
Pt,0.0,True,none/unspecified,0,False,400.0,300.0,8.0,10290.0,4.012415374762433,c5ta07459b
Pd/g-Ag,2.7,False,TEOA,3,True,460.0,100.0,70.0,1250.0,3.0969100130080562,c7cy02219k
g-C3N4,2.7,True,TEOA,3,True,460.0,100.0,16.0,220.0,2.342422680822206,c7cy02219k
Pd,0.0,True,TEOA,3,True,460.0,100.0,16.0,840.0,2.9242792860618816,c7cy02219k
ZnO,3.3,True,methanol,2,False,380.0,300.0,8.0,50.0,1.6989700043360187,c8ra00943k
ZnO/Zn(OH)2,2.7,False,methanol,2,False,380.0,300.0,8.0,70.0,1.845098040014257,c8ra00943k
ZnO,3.3,True,methanol,2,False,380.0,300.0,8.0,64.0,1.806179973983887,c8ra00943k
ZnO,3.3,True,methanol,2,False,380.0,300.0,8.0,69.0,1.8388490907372552,c8ra00943k
ZIS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1945.88,3.289116054357441,c9se01158g
thioacetamide,2.7,False,other,1,True,400.0,50.0,3.0,81.6,1.911690158753861,c9cy01553a
L-cysteine,2.7,False,other,1,True,400.0,50.0,3.0,145.3,2.1622656142980214,c9cy01553a
WS2,2.7,False,other,1,True,400.0,50.0,3.0,101.3,2.0056094453602804,c9cy01553a
WS2,2.7,False,other,1,True,400.0,50.0,3.0,293.3,2.467312062980552,c9cy01553a
WS2,2.7,False,other,1,True,400.0,50.0,3.0,44.0,1.6434526764861874,c9cy01553a
Pd/P25,2.7,False,methanol,2,True,310.0,300.0,25.0,104000.0,5.017033339298781,c8ra09982k
Pd/TiO2,2.7,False,methanol,2,True,310.0,300.0,25.0,2100.0,3.322219294733919,c8ra09982k
SD2 @ Pt/TiO2,2.7,False,other,1,False,400.0,300.0,5.0,23500.0,4.371067862271736,d0tc03302b
Pt/TiO2,2.7,False,other,1,False,400.0,300.0,5.0,1800.0,3.255272505103306,d0tc03302b
SD1 @ Pt/TiO2,2.7,False,none/unspecified,0,False,400.0,300.0,15.0,14100.0,4.14921911265538,d0tc03302b
ZnO,3.3,True,none/unspecified,0,True,420.0,300.0,12.0,52.0,1.7160033436347992,c5dt00906e
ZnO,3.3,True,none/unspecified,0,True,420.0,300.0,12.0,261.0,2.416640507338281,c5dt00906e
ZnO,3.3,True,none/unspecified,0,True,420.0,300.0,12.0,460.0,2.662757831681574,c5dt00906e
ZnO,3.3,True,none/unspecified,0,True,420.0,300.0,12.0,768.0,2.885361220031512,c5dt00906e
MoS2,1.8,True,none/unspecified,0,True,420.0,300.0,12.0,498.0,2.6972293427597176,c5dt00906e
MoS2,1.8,True,none/unspecified,0,True,420.0,300.0,12.0,275.0,2.439332693830263,c5dt00906e
MoS2–ZnO,2.7,False,none/unspecified,0,True,420.0,300.0,12.0,153.0,2.184691430817599,c5dt00906e
g-C3N4,2.7,True,methanol,2,False,420.0,300.0,2.0,222.0,2.346352974450639,c9ta06423k
Fe3O4/VAN @ MIL-101(Fe,2.7,False,none/unspecified,0,False,370.0,300.0,8.0,584.0,2.7664128471123997,d0nr02230f
VAN @ MIL-101,2.7,False,none/unspecified,0,False,525.0,300.0,8.0,360000.0,5.556302500767287,d0nr02230f
VAN @ MIL-101,2.7,False,none/unspecified,0,False,525.0,300.0,8.0,269400.0,5.430397591386967,d0nr02230f
VAN @ MIL-101,2.7,False,none/unspecified,0,False,525.0,300.0,8.0,480.0,2.681241237375587,d0nr02230f
CdS,2.4,True,none/unspecified,0,True,420.0,5.0,100.0,6146.63,3.7886370712964568,c9nj02783a
PTC,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,109.0,2.037426497940624,c7dt00627f
Pt,0.0,True,other,1,True,420.0,300.0,3.0,116.0,2.0644579892269186,c7cp08363g
g-C3N4,2.7,True,TEOA,3,True,400.0,300.0,8.0,88.7,1.9479236198317265,c9cy00198k
g-C3N4,2.7,True,TEOA,3,True,400.0,300.0,8.0,88.66,1.9477277269633158,c9cy00198k
Ti6,2.7,False,methanol,2,True,420.0,300.0,8.0,267.78,2.427778137224173,c6dt04474c
SnS,1.3,True,methanol,2,False,420.0,300.0,8.0,650.0,2.8129133566428557,d0na00175a
ZnIn2S4,2.3,True,methanol,2,False,420.0,300.0,8.0,80.2,1.9041743682841634,d0na00175a
SnS,1.3,True,methanol,2,False,420.0,300.0,8.0,115.5,2.062581984228163,d0na00175a
ZnIn2S4,2.3,True,methanol,2,False,420.0,300.0,8.0,4180.0,3.621176281775035,d0na00175a
SnS @ ZnIn2S4,2.7,False,methanol,2,False,420.0,300.0,8.0,6429.0,3.8081434257614912,d0na00175a
SnS,1.3,True,methanol,2,False,420.0,300.0,8.0,5808.0,3.7640266076920375,d0na00175a
mercury,2.7,False,none/unspecified,0,False,420.0,400.0,40.0,6.4,0.8061799739838872,c7gc03173d
TiO2,3.2,True,none/unspecified,0,False,420.0,400.0,40.0,96.0,1.9822712330395684,c7gc03173d
TiO2,3.2,True,none/unspecified,0,False,420.0,400.0,40.0,0.04,-1.3979400086720375,c7gc03173d
FeS2–TiO2,2.7,False,none/unspecified,0,False,420.0,400.0,40.0,30.3,1.481442628502305,c7gc03173d
FeS2–TiO2,2.7,False,none/unspecified,0,False,420.0,400.0,40.0,331.0,2.519827993775719,c7gc03173d
FeS2–TiO2,2.7,False,none/unspecified,0,False,420.0,400.0,40.0,26.0,1.414973347970818,c7gc03173d
FeS2–TiO2,2.7,False,none/unspecified,0,False,420.0,400.0,40.0,101.0,2.0043213737826426,c7gc03173d
Zn,2.7,False,ethanol,2,True,352.0,24.0,5.0,280.0,2.4471580313422194,c7nj02505j
Pt,0.0,True,other,1,True,420.0,300.0,10.0,4600.0,3.662757831681574,c5ta00218d
Pt,0.0,True,other,1,True,420.0,300.0,10.0,6600.0,3.8195439355418688,c5ta00218d
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,425.64,2.6290424345195675,c9ra10819j
g-C3N4,2.7,True,methanol,2,True,630.0,300.0,8.0,44.92,1.6524397475894201,c9ra10819j
TCNQ–C3N4,2.7,False,methanol,2,True,630.0,300.0,8.0,308.64,2.489452210299809,c9ra10819j
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,100.0,597.47,2.7763161034920554,d0ra06226j
P,2.7,False,TEOA,3,False,420.0,300.0,40.0,1596.0,3.2030328870147105,c5ee02650d
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,40000.0,4.6020599913279625,d0ra01322f
TiO2,3.2,True,methanol,2,False,420.0,300.0,8.0,2500.0,3.3979400086720375,d0ra01322f
TiO2,3.2,True,methanol,2,True,420.0,8.0,4.0,424.0,2.6273658565927325,d0ra01322f
N3,2.7,False,glycerol,2,True,420.0,8.0,4.0,200.0,2.3010299956639813,d0ra01322f
Au,0.0,True,none/unspecified,0,False,420.0,300.0,8.0,230.0,2.361727836017593,c7ta03808a
Au,0.0,True,methanol,2,False,550.0,300.0,24.0,35.0,1.5440680443502757,c7ta03808a
Au,0.0,True,methanol,2,False,550.0,300.0,24.0,40.0,1.6020599913279623,c7ta03808a
Au,0.0,True,methanol,2,False,550.0,300.0,24.0,5.0,0.6989700043360189,c7ta03808a
CeO2–TiO2,2.7,False,other,1,True,420.0,300.0,8.0,1185.0,3.0737183503461227,c2nr33523a
ZnS,3.6,True,methanol,2,False,420.0,300.0,50.0,103.0,2.012837224705172,c7nj02474f
ZnS,3.6,True,methanol,2,False,420.0,300.0,50.0,308.0,2.4885507165004443,c7nj02474f
WS2,2.7,False,methanol,2,False,420.0,300.0,50.0,124.0,2.093421685162235,c7nj02474f
35AP,2.7,False,methanol,2,True,420.0,300.0,20.0,83.0,1.919078092376074,c8se00580j
TiO2,3.2,True,methanol,2,True,420.0,300.0,20.0,18.5,1.2671717284030137,c8se00580j
Pt,0.0,True,methanol,2,True,420.0,300.0,20.0,132.5,2.1222158782728267,c8se00580j
La–Cr-5,2.7,False,methanol,2,True,420.0,300.0,8.0,90.0,1.954242509439325,c5ra04659a
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,8.0,1266.8,3.102708054699874,d0nj04169f
CdS,2.4,True,ethanol,2,True,420.0,300.0,2.0,142.0,2.1522883443830563,c3ta12914d
metal sulphide,2.7,False,ethanol,2,False,320.0,300.0,2.0,31820.0,4.502700175310562,c3ta12914d
CdS–Ni,2.7,False,ethanol,2,True,420.0,300.0,2.0,1892.0,3.276921132065774,c3ta12914d
CdS–Pt,2.7,False,ethanol,2,True,420.0,300.0,2.0,983.0,2.9925535178321354,c3ta12914d
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,8.0,56000.0,4.748188027006201,c3ta12914d
ZnO–CdS @ Cd,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,19200.0,4.283301228703549,c3ta12914d
Ni,0.0,True,none/unspecified,0,True,420.0,300.0,15.0,11038.0,4.042890389729244,c3ta12914d
CdSe,1.74,True,methanol,2,False,420.0,300.0,8.0,40000.0,4.6020599913279625,c3ta12914d
CdS–TND–Ni,2.7,False,ethanol,2,True,420.0,300.0,15.0,12326.0,4.090822163394656,c3ta12914d
CdS,2.4,True,ethanol,2,True,420.0,300.0,2.0,98.0,1.9912260756924949,c3ta12914d
Pt,0.0,True,none/unspecified,0,True,510.0,300.0,8.0,10760.0,4.03181227133037,c6ta04468a
Ga2O3,2.7,False,methanol,2,True,420.0,500.0,8.0,320.6,2.505963518018126,d0cy00303d
PDPP3B-O8,2.7,False,TEOA,3,True,400.0,300.0,25.0,500.0,2.6989700043360187,c9py01404g
PDPP3B-C8,2.7,False,TEOA,3,True,400.0,300.0,25.0,58.0,1.7634279935629373,c9py01404g
Pt,0.0,True,none/unspecified,0,False,400.0,300.0,8.0,5500.0,3.7403626894942437,c9py01404g
PDPP3B-O4,2.7,False,other,1,True,400.0,300.0,25.0,5530.0,3.7427251313046983,c9py01404g
Mo2C,2.7,False,TEOA,3,False,420.0,300.0,20.0,320.0,2.505149978319906,c7ta02655b
TiO2,3.2,True,TEOA,3,False,420.0,300.0,4.0,39400.0,4.595496221825574,c7ta02655b
TiO2,3.2,True,TEOA,3,False,420.0,300.0,20.0,1600.0,3.2041199826559246,c7ta02655b
Al,2.7,False,methanol,2,False,600.0,125.0,3.0,301.0,2.4785664955938436,c2jm15658j
Al,2.7,False,methanol,2,False,600.0,125.0,3.0,493.0,2.69284691927723,c2jm15658j
Al,2.7,False,methanol,2,False,600.0,125.0,3.0,332.0,2.5211380837040362,c2jm15658j
Al,2.7,False,methanol,2,False,600.0,125.0,3.0,265.0,2.423245873936808,c2jm15658j
Al,2.7,False,methanol,2,False,600.0,125.0,3.0,68.0,1.8325089127062364,c2jm15658j
Al,2.7,False,methanol,2,False,600.0,125.0,3.0,65.0,1.8129133566428555,c2jm15658j
Al,2.7,False,methanol,2,False,600.0,125.0,3.0,29.0,1.462397997898956,c2jm15658j
Al,2.7,False,methanol,2,False,600.0,125.0,3.0,11.0,1.0413926851582251,c2jm15658j
Al,2.7,False,methanol,2,False,600.0,125.0,3.0,6.0,0.7781512503836436,c2jm15658j
Au,0.0,True,none/unspecified,0,False,525.0,300.0,8.0,188.0,2.27415784926368,c4nr03373f
TiO2,3.2,True,none/unspecified,0,False,350.0,300.0,8.0,241.0,2.3820170425748683,c4nr03373f
Au,0.0,True,none/unspecified,0,False,350.0,300.0,8.0,65.0,1.8129133566428555,c4nr03373f
Au,0.0,True,none/unspecified,0,False,525.0,300.0,8.0,162.0,2.2095150145426308,c4nr03373f
Au,0.0,True,none/unspecified,0,False,525.0,300.0,8.0,51.0,1.7075701760979363,c4nr03373f
TiO2,3.2,True,TEOA,3,False,420.0,300.0,3.0,72.0,1.8573324964312685,c6ra08356k
Au/g-C3N4,2.7,False,TEOA,3,False,420.0,300.0,3.0,553.0,2.7427251313046983,c6ra08356k
Au/NiFe2O4,2.7,False,TEOA,3,False,420.0,300.0,3.0,135.0,2.130333768495006,c6ra08356k
NiFe2O4,2.7,False,TEOA,3,False,420.0,300.0,3.0,351.0,2.545307116465824,c6ra08356k
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,18.0,1607.0,3.2060158767633444,c6ra08356k
NiFe2O4,2.7,False,TEOA,3,False,420.0,300.0,3.0,52.0,1.7160033436347992,c6ra08356k
NiFe2O4,2.7,False,TEOA,3,False,420.0,300.0,3.0,56.0,1.7481880270062005,c6ra08356k
PTO-300,2.7,False,TEOA,3,True,450.0,300.0,4.0,53.0,1.724275869600789,c5ee02574e
PTO-300,2.7,False,TEOA,3,True,450.0,300.0,4.0,121.0,2.0827853703164503,c5ee02574e
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,8.0,1619.0,3.2092468487533736,c8cy01831f
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,8.0,372.0,2.5705429398818973,c8cy01831f
