material,n,median_rate,p25,p75,bandgap_eV,bandgap_known
indium oxide,1,1250.0,1250.0,1250.0,2.7,False
2-mercaptonicotinic acid,1,5850.0,5850.0,5850.0,2.7,False
imine,1,1730.0,1730.0,1730.0,2.7,False
2.5PtCox,1,11900.0,11900.0,11900.0,2.7,False
rGO/LTO,1,291.51,291.51,291.51,2.7,False
graphitic carbon nitrides,1,512.0,512.0,512.0,2.7,False
graphite,1,1104.3,1104.3,1104.3,2.7,False
graphene–CdMoO4,1,3624.0,3624.0,3624.0,2.7,False
graphene/g-C3N4,1,451.0,451.0,451.0,2.7,False
graphene/ZnO-ZnS,1,1070.0,1070.0,1070.0,2.7,False
graphene/ZnIn2S4,1,817.0,817.0,817.0,2.7,False
graphene/C3N4,1,451.0,451.0,451.0,2.7,False
20CBZTO,1,1473.0,1473.0,1473.0,2.7,False
graphene @ ZnS,1,1890.0,1890.0,1890.0,2.7,False
graphene @ Ni,1,8683.0,8683.0,8683.0,2.7,False
2Au/0.6rGO/g-C3N4,1,320.0,320.0,320.0,2.7,False
2H-MoSe2,1,186.7,186.7,186.7,2.7,False
hydrocarbon,1,1.59,1.59,1.59,2.7,False
sulphide/g-C3N4,1,9290.0,9290.0,9290.0,2.7,False
sulphide,1,16100.000000000002,16100.000000000002,16100.000000000002,2.7,False
reduced TiO2-graphene oxide,1,16000.0,16000.0,16000.0,2.7,False
reduced graphene oxide/SiC,1,42.4,42.4,42.4,2.7,False
sulfides,1,4900.0,4900.0,4900.0,2.7,False
sulfide,1,372.12,372.12,372.12,2.7,False
p-TCN,1,321.0,321.0,321.0,2.7,False
p-BDC,1,3850.0,3850.0,3850.0,2.7,False
sodium ascorbate,1,1970.0,1970.0,1970.0,2.7,False
sodium sulfite,1,65.5,65.5,65.5,2.7,False
nitrides Co4N,1,2.0,2.0,2.0,2.7,False
nickel phosphide,1,10760.0,10760.0,10760.0,2.7,False
metal nitride,1,151.5,151.5,151.5,2.7,False
nano-CN5,1,3316.0,3316.0,3316.0,2.7,False
nano-CN,1,319.0,319.0,319.0,2.7,False
nano cobalt oxide,1,12.5,12.5,12.5,2.7,False
nano TiO2,1,7030.0,7030.0,7030.0,2.7,False
1.0Pt/1.0RGO/1.0La-ZnIn2S4,1,2255.0,2255.0,2255.0,2.7,False
10Co9S8/ZCS,1,10900.0,10900.0,10900.0,2.7,False
10N-CNU,1,10.31,10.31,10.31,2.7,False
methyl orange,1,1882.0,1882.0,1882.0,2.7,False
10Yb _ 10Bi2S3/TiO2,1,0.24,0.24,0.24,2.7,False
15CN @ T60S1,1,220.0,220.0,220.0,2.7,False
metal sulfide,1,1202.0,1202.0,1202.0,2.7,False
metal oxides,1,3505.46,3505.46,3505.46,2.7,False
160-Nb2O5,1,1.12,1.12,1.12,2.7,False
(AgIn)0.22Zn1.56S2,1,800.0,800.0,800.0,2.7,False
Zn(O,1,213.0,213.0,213.0,2.7,False
AlN:Tb,1,68.0,68.0,68.0,2.7,False
ZZ3,1,23264.0,23264.0,23264.0,2.7,False
ZZ-35,1,22570.0,22570.0,22570.0,2.7,False
AlN:xEu3 +,1,77.0,77.0,77.0,2.7,False
ZWO,1,748.0,748.0,748.0,2.7,False
ZWF30,1,2671.0,2671.0,2671.0,2.7,False
ZTS-0.2,1,536.0,536.0,536.0,2.7,False
Au @ AgNP/rGO,1,2100.0,2100.0,2100.0,2.7,False
Au @ MoS2,1,276000.0,276000.0,276000.0,2.7,False
ZSN0,1,22435.5,22435.5,22435.5,2.7,False
ZS-G0.02,1,11600.0,11600.0,11600.0,2.7,False
[P2W15V3O62]6−,1,883.0,883.0,883.0,2.7,False
ZS @ 50CS,1,50650.0,50650.0,50650.0,2.7,False
ZS,1,263.49,263.49,263.49,2.7,False
ZNOS,1,1875.0,1875.0,1875.0,2.7,False
ZIS/TiO2,1,29.7,29.7,29.7,2.7,False
ZIS/RGO,1,5064.0,5064.0,5064.0,2.7,False
ZIS/CIS–Pt,1,559.88,559.88,559.88,2.7,False
ZIS-ZIS,1,1330.0,1330.0,1330.0,2.7,False
ZIS-Pt,1,411.17,411.17,411.17,2.7,False
ZIS-300,1,1930.0,1930.0,1930.0,2.7,False
ZIS-2.0,1,1290.0,1290.0,1290.0,2.7,False
ZIS @ NM,1,26954.13,26954.13,26954.13,2.7,False
Au @ TiO2-2,1,69770.0,69770.0,69770.0,2.7,False
ZS-G0.01,1,8820.0,8820.0,8820.0,2.7,False
AgBT,1,1900.0,1900.0,1900.0,2.7,False
AgCl/Ag/CaTiO3,1,226.4,226.4,226.4,2.7,False
Zn0.67Cd0.33S-300,1,18280.0,18280.0,18280.0,2.7,False
AgIn)0.5ZnS2,1,276000.0,276000.0,276000.0,2.7,False
Zn0.64Cd0.36S,1,56.4,56.4,56.4,2.7,False
Zn0.62Cd0.16S,1,2010.0,2010.0,2010.0,2.7,False
Zn0.5Cd0.5S/RGO,1,770.0,770.0,770.0,2.7,False
Zn0.5Cd0.5S/PdP∼0.33S∼1.67,1,246.04,246.04,246.04,2.7,False
AgTiNPs,1,840.0,840.0,840.0,2.7,False
Ag–CdS2,1,6.15,6.15,6.15,2.7,False
Air400-TiO2,1,3800.0,3800.0,3800.0,2.7,False
Al2O3,1,625.3,625.3,625.3,2.7,False
"Zn(O, S",1,3405.0,3405.0,3405.0,2.7,False
Zn0.33Cd0.67S,1,3740.0,3740.0,3740.0,2.7,False
Al91Ni3Fe6,1,11.0,11.0,11.0,2.7,False
Zn0.2Cd0.8S/P-C3N4-10,1,39.74,39.74,39.74,2.7,False
Zn0.2Cd0.8S-DETA,1,12718.0,12718.0,12718.0,2.7,False
Zn0.2Cd0.8S,1,2128.0,2128.0,2128.0,2.7,False
Zn0.09Cd0.91S/BC,1,1450.0,1450.0,1450.0,2.7,False
Zn/S,1,494.8,494.8,494.8,2.7,False
Zn/Ni,1,878.0,878.0,878.0,2.7,False
Al92Ti7.88Pt0.02Ag0.1,1,1670.0,1670.0,1670.0,2.7,False
Zn-InP,1,7600.0,7600.0,7600.0,2.7,False
Zn-In-S,1,4.52,4.52,4.52,2.7,False
Al92Ti7.96-xPt0.04Agx,1,851.0,851.0,851.0,2.7,False
Al3 +,1,180.0,180.0,180.0,2.7,False
ZAIS,1,1770.0,1770.0,1770.0,2.7,False
ZACA10,1,180.0,180.0,180.0,2.7,False
Z16,1,1665.0,1665.0,1665.0,2.7,False
YYE,1,372.3,372.3,372.3,2.7,False
YIO,1,3.14,3.14,3.14,2.7,False
Y2O3/TiO2,1,890.0,890.0,890.0,2.7,False
Y2GaSbO7,1,5.5,5.5,5.5,2.7,False
Y,1,2561.32,2561.32,2561.32,2.7,False
Au/MoS2,1,23.04,23.04,23.04,2.7,False
WSe2,1,11.3,11.3,11.3,2.7,False
WS2–CdS,1,61100.0,61100.0,61100.0,2.7,False
WS2/graphitic carbon nitride,1,1174.5,1174.5,1174.5,2.7,False
Au-3,1,5690.0,5690.0,5690.0,2.7,False
Au/P90,1,49300.0,49300.0,49300.0,2.7,False
Au/SrTiO3,1,76.3,76.3,76.3,2.7,False
Au/TiNT600,1,29200.0,29200.0,29200.0,2.7,False
WO3/fullerene,1,1578.0,1578.0,1578.0,2.7,False
WO3/ZnIn2S4,1,3900.0,3900.0,3900.0,2.7,False
WO3/ZnCdS,1,10.99,10.99,10.99,2.7,False
WO3/CdS,1,65980.0,65980.0,65980.0,2.7,False
WO3-x @ NC (,1,40.2,40.2,40.2,2.7,False
WO3-TiO2,1,1842.0,1842.0,1842.0,2.7,False
Au/TiO2-P25,1,300.0,300.0,300.0,2.7,False
WO,1,32.0,32.0,32.0,2.7,False
WCS,1,542.4,542.4,542.4,2.7,False
WS2/ZnIn2S4,1,2550.0,2550.0,2550.0,2.7,False
ZIF-67,1,58.0,58.0,58.0,2.7,False
ZGO/ZS-0.5,1,73.0,73.0,73.0,2.7,False
ZGO-Coe,1,12500.0,12500.0,12500.0,2.7,False
ZGO,1,108.0,108.0,108.0,2.7,False
ZG,1,381.0,381.0,381.0,2.7,False
ZFO,1,200.77,200.77,200.77,2.7,False
Au-Fe2O3/TiO2,1,590.0,590.0,590.0,2.7,False
ZD3/Pt,1,388.0,388.0,388.0,2.7,False
Au-Pd/TiO2,1,4990.0,4990.0,4990.0,2.7,False
ZCZ-45,1,44700.0,44700.0,44700.0,2.7,False
ZCZ-30,1,31480.0,31480.0,31480.0,2.7,False
ZCSv,1,9870.0,9870.0,9870.0,2.7,False
Au/Cd0.6Zn0.4S/ZnS,1,17400.0,17400.0,17400.0,2.7,False
ZCS/CML25,1,10532.0,10532.0,10532.0,2.7,False
ZCS-x,1,100.69,100.69,100.69,2.7,False
ZCS-N2,1,14210.0,14210.0,14210.0,2.7,False
Au-TiO2-Pt,1,1300.0,1300.0,1300.0,2.7,False
ZCS-3,1,4914.0,4914.0,4914.0,2.7,False
Au/AgAu,1,4710.0,4710.0,4710.0,2.7,False
Au/C-In2S3,1,32.6,32.6,32.6,2.7,False
ZCN-2,1,5600.0,5600.0,5600.0,2.7,False
ZCIS,1,20.0,20.0,20.0,2.7,False
ZC10,1,723.0,723.0,723.0,2.7,False
ZC-3,1,11090.0,11090.0,11090.0,2.7,False
ZB/WZ-Cd0.6Zn0.4S,1,36330.0,36330.0,36330.0,2.7,False
ZB,1,127300.0,127300.0,127300.0,2.7,False
Au-Pt/Ti3,1,181770.0,181770.0,181770.0,2.7,False
ZnSe,1,417.19,417.19,417.19,2.7,False
ZnS1−xOx,1,9200.0,9200.0,9200.0,2.7,False
ZnS/carbon,1,198.0,198.0,198.0,2.7,False
ART,1,16400.0,16400.0,16400.0,2.7,False
ASC,1,165.95,165.95,165.95,2.7,False
ZnS/Zn-In,1,49.3,49.3,49.3,2.7,False
ZnS/ZIS-20,1,453.4,453.4,453.4,2.7,False
ZnS/PDA1,1,2162.5,2162.5,2162.5,2.7,False
ZnS/CdS/ZnO,1,27250.0,27250.0,27250.0,2.7,False
ZnS/CdS,1,110.0,110.0,110.0,2.7,False
ZnS/Bi2S3,1,663.3,663.3,663.3,2.7,False
ATM,1,6400.0,6400.0,6400.0,2.7,False
Ag3PO4/GO,1,50.75,50.75,50.75,2.7,False
ZnS-CuS-CdS,1,837.6,837.6,837.6,2.7,False
ZnS-2.5,1,337.12,337.12,337.12,2.7,False
ZnS(en)0.5−CdS,1,559.0,559.0,559.0,2.7,False
Ag @ C3N4,1,25.2,25.2,25.2,2.7,False
Ag @ TiO2,1,531.9,531.9,531.9,2.7,False
Ag-1,1,166.1,166.1,166.1,2.7,False
ZnO–graphene,1,4350.0,4350.0,4350.0,2.7,False
ZnO–ZnS,1,23.4,23.4,23.4,2.7,False
ZnO–ZnCdS,1,2800.0,2800.0,2800.0,2.7,False
ZnO–CdS @ Cd,1,19200.0,19200.0,19200.0,2.7,False
ZnOcore,1,1221.0,1221.0,1221.0,2.7,False
Ag-Au/TiO2,1,718000.0,718000.0,718000.0,2.7,False
Ag +,1,2810.0,2810.0,2810.0,2.7,False
[Ni9(Hmna)2(mna)8(H2O)10](H2O)11,1,256.4,256.4,256.4,2.7,False
[Ni2(PymS)4],1,19300.0,19300.0,19300.0,2.7,False
"[Ni(2,2 ′-bipy)3]Cl2",1,12.5,12.5,12.5,2.7,False
Z–CN,1,153.33,153.33,153.33,2.7,False
ZrO2/rGO,1,2200.0,2200.0,2200.0,2.7,False
ZrO2 @ TiO2-500,1,39700.0,39700.0,39700.0,2.7,False
ZrO2 @ TiO2-450,1,24800.0,24800.0,24800.0,2.7,False
A4B4C1D3E2,1,11930.67,11930.67,11930.67,2.7,False
ZrIV,1,50460.0,50460.0,50460.0,2.7,False
AIZS-CDs,1,2300.0,2300.0,2300.0,2.7,False
AOC,1,801.0,801.0,801.0,2.7,False
ZnxCd1−xS-6,1,38930.0,38930.0,38930.0,2.7,False
ZnSe(ea)x,1,382.0,382.0,382.0,2.7,False
APO/CFO,1,495.5,495.5,495.5,2.7,False
ZnTPyP,1,47100.0,47100.0,47100.0,2.7,False
ZnTCP–MoS2/ZnO,1,21.0,21.0,21.0,2.7,False
APO/CFO/GO,1,651.8,651.8,651.8,2.7,False
ARCNS-3,1,1021.0,1021.0,1021.0,2.7,False
ZnTCPP-MoS2/ZnO,1,75.0,75.0,75.0,2.7,False
ZnS–ZnO,1,438.4,438.4,438.4,2.7,False
ARM-5,1,2720.0,2720.0,2720.0,2.7,False
ZnS–In2S3–Ag2S,1,25.0,25.0,25.0,2.7,False
ZnS–CuS–CdS,1,837.6,837.6,837.6,2.7,False
ZnSe/ZnSe,1,3219.0,3219.0,3219.0,2.7,False
ZnSe-AgZnInS,1,343.108,343.108,343.108,2.7,False
APCN,1,92.9,92.9,92.9,2.7,False
ZnMoS4/ZnO,1,38220.0,38220.0,38220.0,2.7,False
Ag/NiO,1,96.0,96.0,96.0,2.7,False
ZnIn2S4/TiO2-x,1,530.0,530.0,530.0,2.7,False
ZnIn2S4/Ni12P5,1,2263.0,2263.0,2263.0,2.7,False
Ag/RGO/TiO2,1,196.0,196.0,196.0,2.7,False
Ag/S-TiO2−x,1,209.2,209.2,209.2,2.7,False
ZnIn2S4 @ NH2-MIL-125(Ti),1,2204.2,2204.2,2204.2,2.7,False
Ag/α-MnO2/ZnIn2S4,1,3650.0,3650.0,3650.0,2.7,False
Ag0.5In0.5PS3,1,1900.0,1900.0,1900.0,2.7,False
Ag0.5In0.5PSe3,1,500.0,500.0,500.0,2.7,False
Ag1.0TNT,1,1100.0,1100.0,1100.0,2.7,False
ZnCr,1,128.0,128.0,128.0,2.7,False
ZnO:CdS,1,1040.5,1040.5,1040.5,2.7,False
ZnCl2,1,965.0,965.0,965.0,2.7,False
ZnCdS/rGO,1,1824000.0,1824000.0,1824000.0,2.7,False
Ag2NCN,1,169.59,169.59,169.59,2.7,False
ZnAl,1,1599.0,1599.0,1599.0,2.7,False
Zn30Cd70S,1,12000.0,12000.0,12000.0,2.7,False
Ag2O,1,55800.0,55800.0,55800.0,2.7,False
Zn2 +,1,294.0,294.0,294.0,2.7,False
Zn1−xCdxS/CdS,1,22990.0,22990.0,22990.0,2.7,False
Ag2S–Au,1,796.0,796.0,796.0,2.7,False
Zn1/2 Cd1/2In2S4/MoS2,1,2255.21,2255.21,2255.21,2.7,False
Zn0.9Cd0.1S,1,4400.0,4400.0,4400.0,2.7,False
Zn0.99Cu0.01S,1,1296.0,1296.0,1296.0,2.7,False
ZnCo2O4/g-C3N4,1,1530.0,1530.0,1530.0,2.7,False
ZnO/rGO,1,648.1,648.1,648.1,2.7,False
ZnO/ZnxCd1−xS-6,1,21190.0,21190.0,21190.0,2.7,False
ZnO/ZnS–PdS,1,2141.9,2141.9,2141.9,2.7,False
ZnO/ZnS-PdS,1,310.0,310.0,310.0,2.7,False
ZnO/ZnS-0.6,1,2608.7,2608.7,2608.7,2.7,False
ZnO/ZnS @ CdS,1,11370.0,11370.0,11370.0,2.7,False
Ag-BMO/TiO2,1,143.5,143.5,143.5,2.7,False
ZnO/Zn(OH)2,1,70.0,70.0,70.0,2.7,False
ZnO/ZPS-3,1,238.1,238.1,238.1,2.7,False
ZnO/ZAS-3,1,4942.9,4942.9,4942.9,2.7,False
ZnO/SrTiO3,1,16006.12,16006.12,16006.12,2.7,False
Ag-KTaO3,1,185.6,185.6,185.6,2.7,False
ZnNb2O6/g-C3N4,1,340.9,340.9,340.9,2.7,False
Ag-TiO2,1,7030.0,7030.0,7030.0,2.7,False
ZnO/Ni,1,5860.0,5860.0,5860.0,2.7,False
Ag-TiO2−x(B)/ g-C3N4,1,410.0,410.0,410.0,2.7,False
Ag-rGO-TiO2,1,0.53,0.53,0.53,2.7,False
Ag/Ag2Ta4O11/g-C3N4,1,253.03,253.03,253.03,2.7,False
ZnO-CdSe,1,3087.0,3087.0,3087.0,2.7,False
ZnO)1–(CdS)x,1,2960.0,2960.0,2960.0,2.7,False
ZnO @ ZnS–Bi2S3,1,310.0,310.0,310.0,2.7,False
ZnO @ ZnS/Co3O4,1,1927.0,1927.0,1927.0,2.7,False
Ag/Bi2MoO6/TiO2,1,158.88,158.88,158.88,2.7,False
Ag/N-TiO2,1,4700.0,4700.0,4700.0,2.7,False
ZnO @ Bi4O5I2,1,325.1,325.1,325.1,2.7,False
Ag/N-TiO2−x,1,186.2,186.2,186.2,2.7,False
ZnO/NiO/CdS,1,8200.0,8200.0,8200.0,2.7,False
LTON-0.3LCO,1,20.7,20.7,20.7,2.7,False
LTON-0.0LCO,1,6.0,6.0,6.0,2.7,False
LTO/NiFe,1,355.8,355.8,355.8,2.7,False
CdS01,1,76.0,76.0,76.0,2.7,False
LNO-230,1,335.8,335.8,335.8,2.7,False
LNO-1,1,590.0,590.0,590.0,2.7,False
CdS02,1,47.0,47.0,47.0,2.7,False
CdS4,1,3.4,3.4,3.4,2.7,False
CdS:Er,1,22.33,22.33,22.33,2.7,False
L-cysteine,1,145.3,145.3,145.3,2.7,False
KTiNbO5,1,3522.0,3522.0,3522.0,2.7,False
KSr2Nb3O10,1,43000.0,43000.0,43000.0,2.7,False
Pt/CdS/TiO2,1,65.0,65.0,65.0,2.7,False
KOH,1,300.0,300.0,300.0,2.7,False
KMnO4,1,12900.0,12900.0,12900.0,2.7,False
KCN,1,3447.0,3447.0,3447.0,2.7,False
KCCN,1,664.0,664.0,664.0,2.7,False
K4Nb6O17,1,205.0,205.0,205.0,2.7,False
K2Ta4O11,1,20.3,20.3,20.3,2.7,False
K2Ta2O6catalysts,1,650.0,650.0,650.0,2.7,False
K2Ta2O6,1,33.1,33.1,33.1,2.7,False
CdSe-TGA,1,258.69,258.69,258.69,2.7,False
CdSe-TiO2,1,3650.0,3650.0,3650.0,2.7,False
K-PPN,1,206.4,206.4,206.4,2.7,False
CdSe/ZnS,1,1194.0,1194.0,1194.0,2.7,False
KSCN,1,4160.0,4160.0,4160.0,2.7,False
MIL-53(Fe,1,905.4,905.4,905.4,2.7,False
MIL-53,1,10310.0,10310.0,10310.0,2.7,False
CdS/TiO2,1,110.0,110.0,110.0,2.7,False
MIL-100(Fe),1,5.9,5.9,5.9,2.7,False
MCSCN10,1,667.2,667.2,667.2,2.7,False
CdS/TiO2-5,1,129.15,129.15,129.15,2.7,False
MCCS-10,1,24340.0,24340.0,24340.0,2.7,False
MAPbI3/Pt,1,192.0,192.0,192.0,2.7,False
CdS/WO3−x-5,1,790.0,790.0,790.0,2.7,False
M60T6PS2,1,3640.0,3640.0,3640.0,2.7,False
M60T6PS1,1,1640.0,1640.0,1640.0,2.7,False
M60T6,1,1580.0,1580.0,1580.0,2.7,False
CdS005,1,53.0,53.0,53.0,2.7,False
La–Cr-5,1,90.0,90.0,90.0,2.7,False
LaOF,1,27.0,27.0,27.0,2.7,False
LaNiO3-3 wt % Ni3C,1,4093.9,4093.9,4093.9,2.7,False
CdS/ZIF-67-,1,2.54,2.54,2.54,2.7,False
CdS/ZnC4H10O6,1,1100.0,1100.0,1100.0,2.7,False
LaMnO3,1,23.0,23.0,23.0,2.7,False
CdS/ZnO-Pt,1,1007.0,1007.0,1007.0,2.7,False
LaCo0.7Cu0.3O3,1,310.0,310.0,310.0,2.7,False
LaCo0.6Cu0.4O3,1,210.0,210.0,210.0,2.7,False
CdS0.5Se0.5–DETA,1,8109.999999999999,8109.999999999999,8109.999999999999,2.7,False
CdS0.75Se0.25,1,20800.0,20800.0,20800.0,2.7,False
La/Co,1,6543.0,6543.0,6543.0,2.7,False
CdS/ZCO,1,3978.6,3978.6,3978.6,2.7,False
HTiNbO5,1,2182.0,2182.0,2182.0,2.7,False
HTZ1,1,296.0,296.0,296.0,2.7,False
CdS–graphene,1,700.0,700.0,700.0,2.7,False
HS−,1,32.3,32.3,32.3,2.7,False
HPb2Nb3O10,1,110.0,110.0,110.0,2.7,False
HPT4,1,286.0,286.0,286.0,2.7,False
CdS–titanium oxide,1,15326.0,15326.0,15326.0,2.7,False
HO-TPA–TiO2,1,3410.0,3410.0,3410.0,2.7,False
HNb3O8,1,340.0,340.0,340.0,2.7,False
HNb0.7Ta0.3WO6,1,1320.0,1320.0,1320.0,2.7,False
HMF,1,0.11,0.11,0.11,2.7,False
HCl,1,820.0,820.0,820.0,2.7,False
In–Ti,1,1546.0,1546.0,1546.0,2.7,False
HCNT,1,175.5,175.5,175.5,2.7,False
Ce-CN,1,142.5,142.5,142.5,2.7,False
Ce4 +/3 +:MgZrO3,1,148.0,148.0,148.0,2.7,False
CeO2 @ Ni4S3/g-C3N4,1,3740.0,3740.0,3740.0,2.7,False
H4TPB,1,240.0,240.0,240.0,2.7,False
H3TATB,1,4.0,4.0,4.0,2.7,False
CeO2 @ PDA,1,1500.0,1500.0,1500.0,2.7,False
H2in,1,0.65,0.65,0.65,2.7,False
H2SO4,1,16.0,16.0,16.0,2.7,False
CeO2/ZnIn2S4hybrid,1,1496.0,1496.0,1496.0,2.7,False
CeO2/g-C3N4,1,530.0,530.0,530.0,2.7,False
H2O–CH3CN-TEA,1,264.1,264.1,264.1,2.7,False
HCZn,1,2326.0,2326.0,2326.0,2.7,False
In–Ni–Ta–O–N,1,62.4,62.4,62.4,2.7,False
InxCu1-x)2S3,1,6526.0,6526.0,6526.0,2.7,False
InVO4-g-C3N4,1,7449.0,7449.0,7449.0,2.7,False
CdSxO,1,1490.0,1490.0,1490.0,2.7,False
CdS–20NiPx,1,28700.0,28700.0,28700.0,2.7,False
InOOH,1,54.0,54.0,54.0,2.7,False
InGaN @ ZnO,1,66.0,66.0,66.0,2.7,False
InFe3(ZnO)m,1,11250.0,11250.0,11250.0,2.7,False
CdS–C3N4,1,37450.0,37450.0,37450.0,2.7,False
CdS–CdSe–DETA,1,4850.0,4850.0,4850.0,2.7,False
In2S3/CuS,1,14950.0,14950.0,14950.0,2.7,False
CdS–Ni,1,1892.0,1892.0,1892.0,2.7,False
HZS0.7,1,1134.0,1134.0,1134.0,2.7,False
CdS–NiPx,1,26580.0,26580.0,26580.0,2.7,False
In0.9Ni0.1TaO4,1,4.0,4.0,4.0,2.7,False
In-ZnS,1,40.0,40.0,40.0,2.7,False
CdS–Pt,1,983.0,983.0,983.0,2.7,False
ITN2,1,270.0,270.0,270.0,2.7,False
CdS–TND–Ni,1,12326.0,12326.0,12326.0,2.7,False
IBS,1,22730.0,22730.0,22730.0,2.7,False
IBO,1,3600.0,3600.0,3600.0,2.7,False
CdS–TiO2,1,1048.7,1048.7,1048.7,2.7,False
H–Pd–TiO2,1,10000.0,10000.0,10000.0,2.7,False
HxWO3,1,39200.0,39200.0,39200.0,2.7,False
CdS–TiO2/C1,1,2580.0,2580.0,2580.0,2.7,False
In2O3–In2S3nanostructure,1,61.4,61.4,61.4,2.7,False
MoOx,1,4052.0,4052.0,4052.0,2.7,False
MoO3–CdS,1,5250.0,5250.0,5250.0,2.7,False
MoO3/g-C3N4,1,145.7,145.7,145.7,2.7,False
MoO3/1T-MoS2/g-C3N4,1,513.0,513.0,513.0,2.7,False
CdS/Ag2S/NiS,1,48300.0,48300.0,48300.0,2.7,False
MoO2/MoS2,1,240.6,240.6,240.6,2.7,False
CdS/Au,1,5460.0,5460.0,5460.0,2.7,False
MoNi @ MoO2,1,270.0,270.0,270.0,2.7,False
MoNi,1,0.6,0.6,0.6,2.7,False
MoC,1,296.2,296.2,296.2,2.7,False
Mo5 +,1,607.1,607.1,607.1,2.7,False
Mo3S4,1,72130.0,72130.0,72130.0,2.7,False
MIL-53(Fe),1,930.0,930.0,930.0,2.7,False
Mo2N,1,5403.0,5403.0,5403.0,2.7,False
Mo2C/TiO2,1,52.5,52.5,52.5,2.7,False
CdS/BN,1,16838.0,16838.0,16838.0,2.7,False
Mo15S19,1,3610.0,3610.0,3610.0,2.7,False
CdS/Ba0.9Zn0.1TiO3,1,561.0,561.0,561.0,2.7,False
CdS/Bi2S3,1,1930.0,1930.0,1930.0,2.7,False
Mo-S-P-15,1,11036.1,11036.1,11036.1,2.7,False
Mo-Cd(e)-S,1,580.0,580.0,580.0,2.7,False
CdS/CN,1,352.75,352.75,352.75,2.7,False
CdS/CeO2,1,8400.0,8400.0,8400.0,2.7,False
MnSb2S4,1,48.1,48.1,48.1,2.7,False
MnS/PCN,1,250.0,250.0,250.0,2.7,False
CdS/BCN,1,334.0,334.0,334.0,2.7,False
MoS2–AuCNC–CdS,1,237.9,237.9,237.9,2.7,False
MoS2CdS,1,31607.0,31607.0,31607.0,2.7,False
MoS2/rGO/Cd0.6Zn0.4S,1,2900.0,2900.0,2900.0,2.7,False
CdS-MoS2,1,4900.0,4900.0,4900.0,2.7,False
CdS-N,1,5357.0,5357.0,5357.0,2.7,False
CdS-NiS,1,30100.0,30100.0,30100.0,2.7,False
MoS2/WS2,1,3199.2,3199.2,3199.2,2.7,False
CdS-OH,1,13.5,13.5,13.5,2.7,False
CdS-Pt-1,1,3160.0,3160.0,3160.0,2.7,False
MoS2/Mn0.5Cd0.5S,1,38570.0,38570.0,38570.0,2.7,False
CdS-WS2,1,61100.0,61100.0,61100.0,2.7,False
MoS2/CoS,1,360.0,360.0,360.0,2.7,False
CdS-rGO(20)-MoS2(10),1,6520.0,6520.0,6520.0,2.7,False
MoS2/Cd0.5Zn0.5S,1,12300.0,12300.0,12300.0,2.7,False
MoS2/C60,1,500.0,500.0,500.0,2.7,False
MoS2-graphene/ZnIn2S4,1,3567.0,3567.0,3567.0,2.7,False
MoS2-TiO2/WO3,1,273.69,273.69,273.69,2.7,False
MoS2-C60,1,6890.0,6890.0,6890.0,2.7,False
MoS2-C,1,32000.0,32000.0,32000.0,2.7,False
MoS2-350,1,1500.0,1500.0,1500.0,2.7,False
CdS-g-C3N4,1,86.38,86.38,86.38,2.7,False
MoS2-1.12,1,311.28,311.28,311.28,2.7,False
MoS2 @ TiO2 @ Ti3C2,1,2128.3,2128.3,2128.3,2.7,False
MoS2 @ HCS,1,7200.0,7200.0,7200.0,2.7,False
MoS2 @ CdS,1,1227.0,1227.0,1227.0,2.7,False
CdS-ZnIn2S4,1,3072.0,3072.0,3072.0,2.7,False
CdS/MOF-5,1,490.0,490.0,490.0,2.7,False
Manganese sulfide,1,28.4,28.4,28.4,2.7,False
CdS/MoS2/graphene,1,1913.0,1913.0,1913.0,2.7,False
MWO/CdS,1,54030.0,54030.0,54030.0,2.7,False
MTO-1 C-13,1,11200.0,11200.0,11200.0,2.7,False
MTHSs,1,81.0,81.0,81.0,2.7,False
CdS/NiS-5,1,12730.0,12730.0,12730.0,2.7,False
MT500,1,25.5,25.5,25.5,2.7,False
MT400,1,300.0,300.0,300.0,2.7,False
CdS/Pt/Mo2C-0.5,1,1828.82,1828.82,1828.82,2.7,False
MT-20,1,19.2,19.2,19.2,2.7,False
MT,1,3.2,3.2,3.2,2.7,False
MnS/In2S3 _ 0.7,1,23.0,23.0,23.0,2.7,False
MS-18,1,1680.0,1680.0,1680.0,2.7,False
CdS/Pt3,1,599.0,599.0,599.0,2.7,False
CdS/RGO-MoS2 @ CoP,1,80624.0,80624.0,80624.0,2.7,False
CdS/ReS2,1,137500.0,137500.0,137500.0,2.7,False
MMT/TiO2,1,3430.0,3430.0,3430.0,2.7,False
MMT/Ni8.14Co6.4,1,8700.0,8700.0,8700.0,2.7,False
CdS/SnS2,1,20200.0,20200.0,20200.0,2.7,False
MMT/1.12MoS2/Ni8.14,1,2990.0,2990.0,2990.0,2.7,False
MMT/0.79MoS2/Ni8.14Co6.4,1,2410.0,2410.0,2410.0,2.7,False
MMT/0.79MoS2/Ni8.14,1,8720.0,8720.0,8720.0,2.7,False
MMT/0.79MoS2/Co6.4,1,2700.0,2700.0,2700.0,2.7,False
MIL-88 A,1,7677.5,7677.5,7677.5,2.7,False
MSG0.8,1,264.9,264.9,264.9,2.7,False
MnS/CuS,1,5.0,5.0,5.0,2.7,False
